category,title,tags,age_rating,rating_description,description,representation,duration_txt,duration_sec,first_broadcast,synopsis_small,synopsis_medium,synopsis_large,image
Sports,Free Spirits,"BBC, iPlayer, TV, Free Spirits",U,clean,Team GB freestyle skiers and snowboarders prepare for the 2022 Winter Olympics.,,59 mins,3540,1 Feb 2022,Team GB freestyle skiers and snowboarders prepare for the 2022 Winter Olympics.,"Documentary following a group of Team GB freestyle skiers and snowboarders as they prepare for the biggest sporting event of their lives, the 2022 Winter Olympics.","Free Spirits follows a group of Team GB freestyle skiers and snowboarders around the world as they prepare for the biggest sporting event of their lives, the 2022 Winter Olympics. Will they make the start line in Beijing? In a sport where mistakes can have catastrophic consequences, nothing is certain. With unique and intimate access to the athletes and those closest to them, BBC Sport follows their story on and off the slopes in the build-up to the games. From the threadbare dry ski slopes of Sheffield to the Beijing mountains, this programme captures the extraordinary rise of these athletes from a country with no mountains to now competing alongside the world’s best.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bkpmh0.jpg
Sports,Centenary Shield - 2022: Republic of Ireland U18 Boys v Scotland U18 Boys,"BBC, iPlayer, TV, Centenary Shield, 2022: Republic of Ireland U18 Boys v Scotland U18 Boys",U,clean,Coverage of Republic of Ireland U18 Boys v Scotland U18 Boys in the 2022 Centenary Shield.,,125 mins,7480,17 Mar 2022,Coverage of Republic of Ireland U18 Boys v Scotland U18 Boys in the 2022 Centenary Shield.,Coverage of Republic of Ireland U18 Boys v Scotland U18 Boys in the 2022 Centenary Shield.,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p0btnszf.jpg
Sports,A View from the Terrace - Series 4: Episode 4,"BBC, iPlayer, TV, A View from the Terrace, Series 4: Episode 4",U,clean,Shaughan is back as Judy Murray lines up for a brand new football concept.,,58 mins,3480,10:30pm 22 Oct 2021,Shaughan is back as Judy Murray lines up for a brand new football concept.,Shaughan is back as Judy Murray lines up for a brand new football concept.,"A View From the Terrace is back and so is Shaughan’s 'Hullo!'. Joel’s found a hill he is willing to die on in support of Dave Cormack. Telfer is looking for Scottish football’s next breakout star in Chairman of the Board before the gang go into their Social Media Search History.In Half and Half Scarves pop sensation Tinie Tempah is in the studio... sort of. The boys pick out the best bits ahead of A Great Big Weekend of Scottish football and can the mob bounce back in The Banker?We visit a concrete monolith in the Borders, get our flicks from kicks in the world of Subbuteo and relive the moment Albion Rovers shocked Motherwell in the Scottish Cup.",https://ichef.bbci.co.uk/images/ic/1200x675/p09zrt0w.jpg
Sports,"Athletics: World Indoor Championships - 2022: Day 2, Part 2","BBC, iPlayer, TV, Athletics: World Indoor Championships, 2022: Day 2, Part 2",U,clean,"All the action from an exciting afternoon session in Belgrade, Serbia.",,254 mins,15245,4:30pm 19 Mar 2022,"All the action from an exciting afternoon session in Belgrade, Serbia.","Jeanette Kwakye guides you through all the action from an exciting afternoon session as the World Athletics Indoor Championships continue in Belgrade, Serbia.","Jeanette Kwakye guides you through all the action from an exciting afternoon session as the World Athletics Indoor Championships continue in Belgrade, Serbia.China was due to host the 2020 edition of this event, but it was cancelled due to Covid-19, so this is the first World Indoors since Birmingham hosted it four years ago. Great Britain won seven medals on home soil, including gold for Andrew Pozzi in the 60m hurdles and Katarina Johnson-Thompson in the pentathlon.There are eight medals to be decided at the Stark Arena in a packed schedule, which includes the men’s and women’s 400m and the conclusion of the men’s heptathlon.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bwm32w.jpg
Sports,Irish League Football - Friday Night Football 2021/2022: Linfield v Crusaders,"BBC, iPlayer, TV, Irish League Football, Friday Night Football 2021/2022: Linfield v Crusaders",U,clean,Stephen Watson presents live Irish Premiership coverage of Linfield v Crusaders.,,149 mins,8945,7:30pm 11 Mar 2022,Stephen Watson presents live Irish Premiership coverage of Linfield v Crusaders.,Stephen Watson presents live Irish Premiership coverage of Linfield v Crusaders.,"Stephen Watson presents live Irish Premiership coverage of Linfield v Crusaders.League leaders Linfield will be hoping to cement their place at the head of the table, while Stephen Baxter’s side will be looking to secure a top-six place before the split.David Jeffrey and Stephen Craigan provide match analysis, while Nicola McCarty keeps viewers up to date with reports and reaction from pitchside. Commentary is by Thomas Kane.",https://ichef.bbci.co.uk/images/ic/1200x675/p07ryf3n.jpg
Sports,Scrum V - Live: 2021/2022: Sharks v Scarlets,"BBC, iPlayer, TV, Scrum V, Live: 2021/2022: Sharks v Scarlets",U,clean,Catrin Heledd presents live URC coverage of Sharks v Scarlets from Kings Park Stadium.,,131 mins,7862,5pm 11 Mar 2022,Catrin Heledd presents live URC coverage of Sharks v Scarlets from Kings Park Stadium.,Catrin Heledd presents live URC coverage of Sharks v Scarlets from Kings Park Stadium. Studio guests include Ryan Jones and Nigel Owens.,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p0btpf10.jpg
Sports,Snooker: Welsh Open - 2022: 8. Day Four - Part 1,"BBC, iPlayer, TV, Snooker: Welsh Open, 2022: 8. Day Four - Part 1",U,clean,Ian Hunt introduces live action from the ICC Wales as the third round draws to a close.,,270 mins,16200,1pm 3 Mar 2022,Ian Hunt introduces live action from the ICC Wales as the third round draws to a close.,Ian Hunt introduces live action from the ICC Wales as the third round draws to a close.,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p0bsjnzq.jpg
Sports,Gold Rush: Our Race to Olympic Glory - Series 1: Episode 2,"BBC, iPlayer, TV, Gold Rush: Our Race to Olympic Glory, Series 1: Episode 2",U,clean,"Team GB’s young athletes feel the pressure to win, as Britain bids to host the 2012 Games.",,59 mins,3519,9pm 12 Jul 2021,"Team GB’s young athletes feel the pressure to win, as Britain bids to host the 2012 Games.","Beijing 2008 is around the corner and a new generation of British athletes aims for gold. Pressure rises on all sides, not only to deliver medals, but to win London’s Olympic bid.","After the Sydney Olympics in 2000, Britain failed to move up from tenth position in the medal table at the Athens games in 2004. Increasingly reliant on a generation of ageing champions, it was time for our younger hopes to step up and deliver. And to ensure that funding delivered results, UK Sport introduced a no compromise approach, meaning that all funded athletes needed to start winning medals.The pressure was on for youngster Tom Daley to step up to the big time, but as a nine-year-old away from home, it was the nights alone that were the hardest. Christine Ohuruogu, the potential face of the 2012 games, describes her dramatic fall from grace after missing three drugs tests, and her subsequent return to the track. And after no male gymnasts were even fielded in Athens, Louis Smith became the first British man to win an individual gymnastics medal in a hundred years at the Beijing games in 2008. His win finally achieved funding for his beloved sport.  With a haul of 51 medals achieved at the epic Beijing games, Britain was finally showing its mettle, but could we continue to fund sport at the increasing rates needed, and would we succumb to the critics and embarrass ourselves on home turf four years later?",https://ichef.bbci.co.uk/images/ic/1200x675/p09n3t2z.jpg
Sports,NIFL Premiership Highlights - 2021/2022: 13/09/2021,"BBC, iPlayer, TV, NIFL Premiership Highlights, 2021/2022: 13/09/2021",U,clean,Nicola McCarthy presents highlights from the Irish Premiership.,,29 mins,1738,11:15pm 13 Sep 2021,Nicola McCarthy presents highlights from the Irish Premiership.,Nicola McCarthy presents highlights from the latest round of league matches in the Irish Premiership.,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p09x7b75.jpg
Sports,GAA Live - Down v Kerry,"BBC, iPlayer, TV, GAA Live, Down v Kerry",U,clean,Live coverage of the Division Two GAA hurling match between Down & Kerry.,,180 mins,10800,19 Mar 2022,Live coverage of the Division Two GAA hurling match between Down & Kerry.,No data found,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p0bw6dx9.jpg
Sports,NIFL Premiership Highlights - 2021/2022: 28/12/2021,"BBC, iPlayer, TV, NIFL Premiership Highlights, 2021/2022: 28/12/2021",U,clean,Nicola McCarthy presents highlights from the Irish Premiership.,,29 mins,1740,27 Dec 2021,Nicola McCarthy presents highlights from the Irish Premiership.,Nicola McCarthy presents highlights from the Irish Premiership.,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p0bgc2lm.jpg
Entertainment,Top Gear - Series 4: Episode 8,"BBC, iPlayer, TV, Top Gear, Series 4: Episode 8",15,contains mild violence and language,"The trio test a Ford GT40, Maserati Quattroporte and Toyota Prius. With Martin Clunes.",1.0,59 mins,3534,8pm 18 Jul 2004,"The trio test a Ford GT40, Maserati Quattroporte and Toyota Prius. With Martin Clunes.","The trio look at the new Ford GT40, Maserati Quattroporte and Toyota Prius, and have a diesel versus petrol hot hatch race. Martin Clunes is this week�s guest star.","The trio look at the new Ford GT40, Maserati Quattroporte and Toyota Prius, and have a diesel versus petrol hot hatch race. Martin Clunes is this week�s guest star.",https://ichef.bbci.co.uk/images/ic/1200x675/p09t2d3c.jpg
Entertainment,Top Gear - Series 25: Episode 4,"BBC, iPlayer, TV, Top Gear, Series 25: Episode 4",15,contains mild violence and language,"Matt LeBlanc tests the worlds fastest accelerating car, with a little help from NASA.",1.0,61 mins,3631,8pm 18 Mar 2018,"Matt LeBlanc tests the world's fastest accelerating car, with a little help from NASA.","Matt LeBlanc tests the world's fastest accelerating car, with a little help from NASA. Chris Harris pens a heartfelt love letter to the Citroen 2CV.","Matt LeBlanc tests the world's fastest accelerating car, with a little help from NASA. Chris Harris pens a heartfelt love letter to the Citroen 2CV, while Rory Reid samples some exciting cars from South Korea. Dara O Briain and Ed Byrne are the studio guests.",https://ichef.bbci.co.uk/images/ic/1200x675/p0613fxk.jpg
Entertainment,Would I Lie to You? - Series 15: Episode 1,"BBC, iPlayer, TV, Would I Lie to You?, Series 15: Episode 1",12,"contains mild language, sex references and innuendo","With guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.",3.0,29 mins,1736,8:30pm 7 Jan 2022,"With guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.","Sorting the fact from fiction this week are guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.","Rob Brydon is back in the host�s chair for the award-winning comedy panel show, with Lee Mack and David Mitchell returning as team captains. Sorting the fact from fiction this week are guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bcrthn.jpg
Entertainment,Michael McIntyre's The Wheel - Series 2: Episode 7,"BBC, iPlayer, TV, Michael McIntyres The Wheel, Series 2: Episode 7",15,contains strong language,"Mel B, Josh Widdicombe and Osi Umenyiora try to help the contestants win a fortune.",3.0,59 mins,3565,7:40pm 4 Dec 2021,"Mel B, Josh Widdicombe and Osi Umenyiora try to help the contestants win a fortune.","Michael McIntyre hosts as Mel B, Josh Widdicombe, Osi Umenyiora, Kerry Godliman, Jordan North, Rosemary Shrager and Dr Hilary Jones try to help the contestants win a life-changing cash prize.","Bafta award-winning Michael McIntyre is back with his hit Saturday night game show packed with huge stars, big laughs, and a colossal spinning wheel! Three contestants hope to answer their way to a fortune, guided by seven celebrities, but can they help them to win life-changing cash? That all depends on the spin of The Wheel. Celebrities on The Wheel tonight: Mel B, Josh Widdicombe, Osi Umenyiora, Kerry Godliman, Jordan North, Rosemary Shrager and Dr Hilary Jones.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b6jnsz.jpg
Entertainment,MasterChef - Series 13: Episode 25,"BBC, iPlayer, TV, MasterChef, Series 13: Episode 25",PG,language,One of the three amateur cooks lifts the trophy and becomes the 13th MasterChef champion.,3.0,58 mins,3490,12 May 2017,One of the three amateur cooks lifts the trophy and becomes the 13th MasterChef champion.,"After a formidable seven-week competition, one of the three amateur cooks lifts the trophy and becomes the 13th MasterChef champion.","After a formidable seven-week competition, the search for the country's best amateur cook reaches its climax. The finalists have to push themselves to the limit for one last time before judges John Torode and Gregg Wallace crown one of the three highly-talented amateur cooks the champion.In three hours, they must produce three exceptional courses, push the culinary boundaries and give the judges an awe-inspiring tasting like never before. It is a night packed with culinary highlights as one of the three amateur cooks lifts the trophy and becomes the 13th MasterChef champion.",https://ichef.bbci.co.uk/images/ic/1200x675/p09ybmzt.jpg
Entertainment,Celebrity MasterChef - Series 15: Episode 3,"BBC, iPlayer, TV, Celebrity MasterChef, Series 15: Episode 3",PG,language,The remaining four celebrities compete for the first two semi-final places.,3.0,29 mins,1735,8:30pm 3 Jul 2020,The remaining four celebrities compete for the first two semi-final places.,"The competition for the first two semi-final places reaches its climax as the celebrities cook for three of the previous year's contestants, including champion Greg Rutherford.","The battle for the first two semi-final places in this year�s competition reaches its climax, as the four remaining celebrities must cook a faultless two-course meal that will not only be judged by John and Gregg, but also by three Celebrity MasterChef legends: last year�s champion, Olympic long jumper Greg Rutherford, and TV personalities Vicky Pattison and Dom Parker.  Only the best two cooks can come one step closer to winning the title of Celebrity MasterChef 2020. For those who don�t cut the mustard, the journey ends here.",https://ichef.bbci.co.uk/images/ic/1200x675/p08jp7lq.jpg
Entertainment,Top Gear - Best of Series 27 and 28: Episode 5,"BBC, iPlayer, TV, Top Gear, Best of Series 27 and 28: Episode 5",15,contains mild violence and language,"Freddie, Chris and Paddy build their own electric sports cars.",1.0,59 mins,3527,6pm 6 Sep 2020,"Freddie, Chris and Paddy build their own electric sports cars.","More of the best bits from the last two series. Freddie, Chris and Paddy build their own electric sports cars for the inaugural 24 Minutes of Le Mansfield race.","More of the best bits from the last two series. Freddie, Chris and Paddy build their own electric sports cars for the inaugural 24 Minutes of Le Mansfield race. Chris tests the all-electric Porsche Taycan, and there is a tribute to the legendary Colin McRae.",https://ichef.bbci.co.uk/images/ic/1200x675/p08qb66d.jpg
Entertainment,Strictly - It Takes Two - Series 19: Episode 53,"BBC, iPlayer, TV, Strictly - It Takes Two, Series 19: Episode 53",U,no material likely to offend or harm,Janette Manrara chats to one of the remaining couples.,3.0,29 mins,1744,6:30pm 8 Dec 2021,Janette Manrara chats to one of the remaining couples.,Janette Manrara chats to one of the remaining couples to find out all the latest backstage news and gossip.,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p0b8ywgb.jpg
Entertainment,Canada's Drag Race - Canada's Drag Race Anniversary Extravaganza,"BBC, iPlayer, TV, Canadas Drag Race, Canadas Drag Race Anniversary Extravaganza",15,"language, sex references",The fabulous season 1 queens are reunited in Canada�s Drag Race Anniversary Extravaganza.,3.0,89 mins,5350,10 Dec 2021,The fabulous season 1 queens are reunited in Canada�s Drag Race Anniversary Extravaganza.,"In this hour long special hosted by Priyanka, we look back at the series a year after its premier, as she explores the drama, the sickening looksand the gag-worthy moments.","In Canada's Drag Race Anniversary Extravaganza, Priyanka, the reigning queen herself, hosts an exciting hour to celebrate a year since itspremier with her sisters. All twelve contestants look back at the first series exposing their thoughts on gag-worthy moments, weekly challenges,runway looks, snarly werkroom fights and memorable eliminations. Who brought the greatest looks? Who put on the best lip-syncingperformance? Who's the biggest diva? All will be revealed!",https://ichef.bbci.co.uk/images/ic/1200x675/p0b62n2q.jpg
Entertainment,Top Gear - Series 23: Episode 6,"BBC, iPlayer, TV, Top Gear, Series 23: Episode 6",15,contains mild violence and language,Matt LeBlanc gets his hands on the new Porsche 911 R.,1.0,61 mins,3677,8pm 3 Jul 2016,Matt LeBlanc gets his hands on the new Porsche 911 R.,"Matt LeBlanc gets his hands on the Porsche 911 R, Chris Harris puts Honda's reimagined NSX through its paces and Chris Evans finds old-fashioned charm in the new MGB Roadster.","In this episode, Matt LeBlanc gets his hands on the new Porsche 911 R whilst Chris Harris puts Honda's reimagined NSX through its paces. Chris Evans discovers old-fashioned charm in the somehow new MGB Roadster, as Rory Reid heads to Scotland with the first ever right-hand-drive Ford Mustang. Grey's Anatomy star Patrick Dempsey and Man Down funny man Greg Davies are tonight's Stars in a Rallycross Car, plus a treat for the whole team, including Sabine Schmitz and Eddie Jordan.",https://ichef.bbci.co.uk/images/ic/1200x675/p0400b7l.jpg
Entertainment,Susan Calman's Happy Space - Series 1: Episode 3,"BBC, iPlayer, TV, Susan Calmans Happy Space, Series 1: Episode 3",15,strong language,Susan Calman celebrates the unique things that bring people joy. With Jordan Young.,3.0,28 mins,1680,8:30pm 1 Apr 2021,Susan Calman celebrates the unique things that bring people joy. With Jordan Young.,"Susan Calman celebrates the unique things that bring people joy. Two contributors pitch their passion, and Susan picks one to try out. Susan is joined by Jordan Young.",No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p09chxyv.jpg
Entertainment,Celebrity MasterChef - Series 12: Episode 6,"BBC, iPlayer, TV, Celebrity MasterChef, Series 12: Episode 6",PG,language,2016 champion Alexis Conran is among those returning to help with the judging.,3.0,89 mins,5325,8:30pm 1 Sep 2017,2016 champion Alexis Conran is among those returning to help with the judging.,"Returning contestants, including 2016 champion Alexis Conran, return to help John and Gregg decide which two celebrities should go through to the semi-finals.","The heat continues with the four remaining celebrities fighting for a place in the semi-finals. The first challenge they face is a knowledge and skills test, where they have to face John Torode and Gregg Wallace one by one and demonstrate their ability to identify a tray of ingredients, three root vegetables and three birds before being asked to cook a duck breast with swiss chard and a caper butter sauce in just 12 minutes.The celebrities are then split into teams and are sent out on a mass-catering challenge, which sees them making lunch for over 120 members of staff and players at The Oval cricket ground, home to Surrey County Cricket Club. With an array of ingredients, including beef mince, chicken supreme and sea bream, and a range of fruit and vegetables, the two teams must devise, prepare and serve the lunch, catering for various tastes while creating meat-based, vegetarian and dessert dishes in volume.It is then back to the MasterChef headquarters as the battle for semi-final places reaches its climax. The celebrities must now cook a faultless two-course meal that will not only be judged by John and Gregg but also by reigning Celebrity MasterChef champion Alexis Conran (2016) and finalists Louise Minchin (2016) and Sam Nixon (2015). Only the best two contestants can earn a semi-final place and come one step closer to winning the title of Celebrity MasterChef 2017.",https://ichef.bbci.co.uk/images/ic/1200x675/p05d1px0.jpg
Entertainment,RuPaul's Drag Race UK - Series 2: Episode 6,"BBC, iPlayer, TV, RuPauls Drag Race UK, Series 2: Episode 6",15,"language, sex references",Gemma Collins and Jessie Ware guest star.,3.0,66 mins,3979,18 Feb 2021,Gemma Collins and Jessie Ware guest star.,Gemma Collins plays the iconic Snatch Game while singer Jessie Ware joins Michelle Visage and Alan Carr on the panel as another queen sashays away.,"The search for the UK�s Next Drag Race Superstar continues. This week the queens showcase their best celebrity impressions and improv skills, as they take on the iconic Snatch Game. Gemma Collins plays along too, but can the queens match her blankety blank? On the judging panel singer Jessie Ware joins Michelle Visage and Alan Carr as another queen sashays away�",https://ichef.bbci.co.uk/images/ic/1200x675/p097500g.jpg
Entertainment,Celebrity Best Home Cook - Series 1: Episode 4,"BBC, iPlayer, TV, Celebrity Best Home Cook, Series 1: Episode 4",PG,language,The cooking competition continues with ultimate TV dinners and a divisive Rustle Up.,3.0,59 mins,3540,9pm 3 Feb 2021,The cooking competition continues with ultimate TV dinners and a divisive Rustle Up.,"Seven celebrities cook their ultimate TV dinner and rustle up a dish with frozen peas to impress judges Mary, Angela and Chris in a bid to avoid the dreaded Eliminator.","The hunt to find the first Celebrity Best Home Cook is heating up as the competition nears its halfway point. The celebrities will once again be donning their aprons and rolling up their sleeves to impress produce expert Chris Bavin, Michelin star chef Angela Hartnett and queen of home cooking Dame Mary Berry. All with the socially distanced support of Claudia Winkleman. The first challenge takes us away from the dining table and into the living room as Mary Berry challenges the cooks to make their ultimate burger and chips for a TV dinner. Some of the celebrities keep it classic, opting for a good quality beef burger, oozing with melted cheese, while the others are hoping a vegetarian option or a delicate fish burger will be enough for them to get a Judges' Favourite and a step closer to avoiding the dreaded Eliminator. Day two gets off to a frosty start, as Chris reveals frozen peas as the secret ingredient that the celebrities must make the star of the dish for his Rustle Up challenge. One cook is particularly dis�pea�sed with the ingredient, while the others are excited by an Asian-inspired larder. With everything from curry to scones, the judges have a difficult decision deciding who will go through to next week and who will be cooking again for safety in this week�s Eliminator challenge.   Taking both challenges into consideration, the three judges decide who will be cooking again in this week's Eliminator following one of Angela�s toughest recipes to date. Judged blind, the tiniest of details can be the difference between survival and going home. Making a dough, deep frying and technical piping push the cooks to their limits and result in a shocking blind tasting by the three expert judges.",https://ichef.bbci.co.uk/images/ic/1200x675/p096khym.jpg
Entertainment,Strictly - It Takes Two - Series 19: Episode 25,"BBC, iPlayer, TV, Strictly - It Takes Two, Series 19: Episode 25",U,no material likely to offend or harm,Rylan has more Strictly exclusives ahead of the weekend�s Halloween extravaganza. ,3.0,29 mins,1743,6:30pm 29 Oct 2021,Rylan has more Strictly exclusives ahead of the weekend�s Halloween extravaganza.,"Rylan is on hand with more Strictly exclusives ahead of the weekend�s Halloween extravaganza, and head judge Shirley Ballas stops by for a chat.",Rylan is on hand with more Strictly exclusives ahead of the weekend�s Halloween extravaganza. Head judge Shirley Ballas stops by for a chat.  And we�re joined by a star-studded Friday Panel to discuss the couples' next dances.,https://ichef.bbci.co.uk/images/ic/1200x675/p0b1j1mc.jpg
Entertainment,Movies With Ali Plumb - The Suicide Squad,"BBC, iPlayer, TV, Movies With Ali Plumb, The Suicide Squad",15,"sustained threat, moderate violence","Margot Robbie, Idris Elba & director James Gunn on DC Comicss latest bad-guy epic.",1.0,22 mins,1291,30 Jul 2021,"Margot Robbie, Idris Elba & director James Gunn on DC Comics's latest bad-guy epic.","Margot Robbie, Idris Elba and director James Gunn talk to Ali Plumb about DC Comics's latest bad-guy superhero epic.",No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p09qnk17.jpg
Entertainment,The British Academy Film Awards - 2022: 1. The Ceremony - Extended Version,"BBC, iPlayer, TV, The British Academy Film Awards, 2022: 1. The Ceremony - Extended Version",U,no material likely to offend or harm,Rebel Wilson hosts the EE British Academy Film Awards from the Royal Albert Hall.,3.0,141 mins,8478,13 Mar 2022,Rebel Wilson hosts the EE British Academy Film Awards from the Royal Albert Hall.,"Rebel Wilson hosts the EE British Academy Film Awards from the Royal Albert Hall, celebrating the very best of British and international film talent. Nominated films include Dune and Belfast.","The Royal Albert Hall in London rolls out the red carpet to celebrate the amazing achievements of those in front of and behind the camera during the past year in cinema. Presented by actress and comedian Rebel Wilson, the seventy-fifth British Academy Film Awards gathers together this year's nominees to find out who will be walking away with a coveted Bafta award this year. Nominated films include No Time to Die, Dune, Belfast, Licorice Pizza, King Richard, Don�t Look Up and The Power of the Dog. Highlights of the evening also include a celebration of James Bond's sixtieth birthday, with an exclusive performance from Dame Shirley Bassey and her orchestra, and a very special performance from Emilia Jones, the star of nominated film CODA.",https://ichef.bbci.co.uk/images/ic/1200x675/p0btnhf9.jpg
Entertainment,Best Home Cook - Series 2: Episode 5,"BBC, iPlayer, TV, Best Home Cook, Series 2: Episode 5",PG,language,The remaining six cooks prepare dishes for an ultimate curry night.,3.0,58 mins,3465,8pm 30 Jan 2020,The remaining six cooks prepare dishes for an ultimate curry night.,"The remaining six cooks prepare dishes for an ultimate curry night feast comprising two vegetable dishes, traditional bread and a fried snack.","The remaining six cooks prepare dishes for an ultimate curry night feast comprising two vegetable dishes, traditional bread and a fried snack. Two cooks take risks by using ingredients the judges haven�t tasted in curries before. Will their risks pay off?",https://ichef.bbci.co.uk/images/ic/1200x675/p080z5xf.jpg
Entertainment,MasterChef - Series 13: Episode 1,"BBC, iPlayer, TV, MasterChef, Series 13: Episode 1",PG,language,A new series of the cookery competition begins.,3.0,58 mins,3468,8pm 29 Mar 2017,A new series of the cookery competition begins.,A new series of the cookery competition begins as John Torode and Gregg Wallace return to the judging table on the hunt for the next MasterChef champion.,"Out of the hundreds that auditioned, 64 amateur cooks are through to battle it out over four weeks of heats, producing some of the most inspiring, exceptional and unusual food ever seen on the series.The first eight hopefuls try to prove to judges John Torode and Gregg Wallace that they have the potential to be the 2017 MasterChef Champion. This year sees the introduction of the all new MasterChef market, which is stocked full of amazing produce from all around the world as well as a selection of meat and fish. The first challenge is to invent and cook one dish using what's available in the market. On offer are pork mince, chicken breast and pancetta as well as halibut and mussels. They have an hour and twenty minutes to dazzle the judges and prove they are good enough to stay in the competition. The stakes are high in this round and it's important to choose wisely as, after tasting all eight dishes, John and Gregg decide which five cooks are good enough to stay, while three will be sent home.  The five remaining contestants now have one challenge standing between them and a quarter-final place. They must cook two courses that will excite not just John and Gregg but also some very special guests. Some of MasterChef's most inspiring winners and finalists return to judge the food of this year's new contenders. In this heat the contestants must attempt to impress last year's MasterChef finalists - Billy Wright, Jack Layer and champion Jane Devonshire.  After the five hopefuls have cooked, John and Gregg decide which three contestants deserve to take the next step and go through to the quarter-final.",https://ichef.bbci.co.uk/images/ic/1200x675/p04z7x90.jpg
Entertainment,Top Gear - Series 24: Episode 7,"BBC, iPlayer, TV, Top Gear, Series 24: Episode 7",15,contains mild violence and language,Matt drives an eight-wheeled rescue vehicle. Jamiroquai frontman Jay Kay is in the studio.,1.0,60 mins,3576,8pm 23 Apr 2017,Matt drives an eight-wheeled rescue vehicle. Jamiroquai frontman Jay Kay is in the studio.,Matt LeBlanc drives an eight-wheeled rescue vehicle from Russia and Rory Reid turns the world's ugliest car into a luxury yacht. Jamiroquai frontman Jay Kay is the studio guest.,"Matt LeBlanc drives an eight-wheeled rescue vehicle from Russia, Rory Reid turns the world's ugliest car into a luxury yacht and Chris Harris reviews the new Porsche Cayman. Jamiroquai frontman Jay Kay is the studio guest.",https://ichef.bbci.co.uk/images/ic/1200x675/p05y9989.jpg
Entertainment,MasterChef - Series 12: Episode 24,"BBC, iPlayer, TV, MasterChef, Series 12: Episode 24",PG,language,The remaining amateurs take on their most terrifying challenge yet - the Chefs Table.,3.0,58 mins,3465,5 May 2016,The remaining amateurs take on their most terrifying challenge yet - the Chef's Table.,"The final four cook a classic dish and put their stamp on it, before three amateurs go forward to take part in their most iconic and terrifying challenge yet - the Chef's Table.","It's the final week of MasterChef 2016. All the amateur cooks have just one goal: to lift the coveted MasterChef champion trophy.The final amateur cooks face their most iconic and terrifying challenge yet - the Chef's Table. It's the contestants' last chance to prove they have got what it takes, because the final challenge is just around the corner.Only three of the remaining four amateurs will get the chance to take part. For one, their MasterChef dream is about to come to an end. To fight for their place, John and Gregg challenge the amateurs to cook a classic dish with their stamp on it. Failure to impress will cost them because, after judging their dishes, John and Gregg will send one more amateur chef home.The final three contestants now face the ultimate challenge. Culinary talent Daniel Humm has designed an exquisite three-course menu for today's lunch, and each contestant will be responsible for one of his signature dishes. The dishes require complex techniques, precise cooking and an impeccable palate. To add to the pressure, the guests are a table of the country's finest chefs - Marcus Wareing, Sat Baines, Ashley Palmer-Watts, Clare Smyth and Nuno Mendes - a set of diners to strike fear into the heart of any professional chef, let alone our three amateurs.Emotions run high as no one wants to let Daniel or the table of esteemed chefs down. For the final three, it's their last chance before the final to prove they have what it takes to lift the MasterChef trophy.",https://ichef.bbci.co.uk/images/ic/1200x675/p09ybbhq.jpg
Entertainment,Top Gear - Series 17: Episode 6,"BBC, iPlayer, TV, Top Gear, Series 17: Episode 6",15,contains mild violence and language,The Lamborghini Aventador flexes its muscles on the track.,1.0,60 mins,3618,8pm 31 Jul 2011,The Lamborghini Aventador flexes its muscles on the track.,"Motoring show. Jeremy Clarkson and James May go on a trip to the British seaside in two new electric cars, whilst Richard Hammond meets the world's most extraordinary rally team.","Jeremy Clarkson and James May embark on a trip to the British seaside in two new electric cars, taking an impromptu and thoroughly informative visit to Lincoln along the way.Richard Hammond meets the world's most extraordinary rally team and another celebrity guest hits the track in the Reasonably Priced Car. Plus the Lamborghini Aventador flexes its muscles on the track.",https://ichef.bbci.co.uk/images/ic/1200x675/p09fzy3t.jpg
